1, 158
2, 56
3, 43
4, 11
5, 18
6, 77
7, 43
8, 6
9, 7
10, 78
11, 89
12, 11
13, 9
14, 12
15, 8
16, 51
17, 67
18, 7
19, 27
20, 12
21, 111
22, 37
23, 5
24, 54
25, 93
26, 5
27, 3
28, 6
29, 27
30, 4
31, 10
32, 104
33, 2
34, 138
35, 3
36, 70
38, 3
39, 128
40, 2
41, 26
42, 20
43, 10
44, 23
45, 45
46, 16
47, 96
48, 24
49, 2
50, 121
52, 23
53, 1
54, 2
55, 1
56, 1
57, 9
58, 46
59, 2
60, 29
61, 5
62, 30
63, 5
64, 4
65, 8
66, 5
68, 10
69, 25
70, 62
71, 4
72, 8
73, 12
74, 10
76, 18
77, 4
78, 5
79, 11
80, 5
81, 9
82, 5
84, 1
85, 16
86, 14
87, 10
88, 11
89, 21
90, 1
92, 13
93, 7
94, 15
95, 51
96, 1
97, 3
98, 1
99, 5
100, 12
101, 23
102, 3
103, 2
104, 51
105, 22
107, 14
110, 145
111, 77
112, 39
113, 4
116, 3
117, 4
118, 2
119, 1
120, 1
122, 20
123, 5
124, 1
125, 25
126, 12
127, 1
128, 1
129, 3
131, 2
132, 3
135, 6
137, 3
138, 1
140, 10
141, 51
144, 38
145, 29
146, 3
147, 13
148, 1
149, 1
150, 83
151, 34
152, 7
153, 38
154, 11
155, 3
156, 3
157, 8
158, 19
159, 7
160, 45
161, 48
162, 38
163, 39
164, 27
165, 60
166, 3
168, 30
169, 12
170, 23
171, 5
172, 35
173, 49
174, 5
175, 13
176, 14
177, 15
179, 3
180, 46
181, 6
182, 1
184, 1
185, 34
186, 12
187, 7
188, 14
190, 9
191, 4
193, 11
194, 18
195, 19
196, 43
197, 3
198, 47
199, 11
201, 3
203, 11
204, 16
205, 8
206, 7
207, 16
208, 44
209, 2
210, 2
213, 9
214, 1
215, 9
216, 37
217, 7
218, 11
219, 1
220, 3
222, 22
223, 115
224, 24
225, 19
227, 12
228, 2
229, 8
230, 29
231, 60
232, 27
233, 20
234, 7
235, 85
236, 27
237, 14
238, 3
239, 19
240, 4
241, 1
242, 11
245, 1
246, 49
247, 38
248, 7
249, 17
250, 4
251, 1
252, 22
253, 50
254, 3
255, 6
256, 17
257, 10
258, 6
259, 7
260, 170
261, 27
262, 17
263, 2
265, 52
266, 54
267, 12
268, 2
269, 8
270, 6
271, 6
272, 31
273, 20
275, 10
276, 14
277, 4
278, 2
279, 1
280, 13
281, 16
282, 12
283, 1
287, 1
288, 37
289, 17
290, 12
291, 3
292, 49
293, 84
294, 2
295, 2
296, 147
297, 1
298, 1
299, 14
300, 60
301, 2
302, 5
303, 32
304, 2
305, 10
306, 15
307, 17
308, 14
309, 2
310, 1
312, 8
314, 30
315, 7
316, 75
317, 40
318, 150
319, 22
321, 7
322, 12
324, 6
325, 5
326, 7
327, 30
328, 18
329, 83
330, 9
332, 13
333, 33
334, 13
335, 5
336, 2
337, 57
338, 13
339, 51
340, 12
341, 3
342, 39
343, 4
344, 50
345, 43
346, 7
347, 1
348, 42
349, 82
350, 42
351, 19
352, 6
353, 58
354, 2
355, 20
356, 140
357, 104
358, 10
359, 1
360, 9
361, 18
362, 24
363, 1
364, 87
365, 2
366, 20
367, 83
368, 66
369, 7
370, 29
371, 21
372, 33
373, 17
374, 18
375, 1
376, 29
377, 134
378, 7
379, 42
380, 103
381, 14
382, 21
383, 17
384, 3
385, 1
386, 2
387, 8
388, 9
389, 5
390, 5
391, 2
392, 1
393, 11
394, 2
405, 16
406, 1
407, 22
408, 3
409, 7
410, 22
411, 2
412, 25
413, 15
414, 2
415, 14
416, 6
417, 16
419, 7
420, 17
421, 8
422, 6
423, 10
424, 3
425, 5
426, 23
427, 12
428, 24
429, 18
430, 4
431, 24
432, 41
433, 4
434, 42
435, 38
436, 6
437, 4
438, 10
440, 76
441, 63
442, 61
443, 3
444, 4
445, 9
446, 13
447, 1
448, 18
449, 6
450, 14
451, 10
452, 2
453, 9
454, 67
455, 14
456, 9
457, 154
458, 8
459, 11
460, 2
461, 7
462, 1
463, 6
464, 18
465, 9
466, 39
467, 4
468, 33
469, 5
470, 3
471, 57
472, 1
473, 9
474, 78
475, 21
476, 3
477, 13
478, 4
479, 8
480, 167
481, 24
482, 20
483, 6
484, 2
485, 35
486, 4
487, 3
488, 1
489, 7
490, 12
491, 18
492, 26
493, 14
494, 44
495, 2
496, 1
497, 51
498, 1
499, 4
500, 46
501, 9
502, 7
503, 1
504, 15
505, 4
506, 10
507, 38
508, 40
509, 37
510, 3
511, 13
512, 19
513, 4
514, 26
515, 29
516, 11
517, 24
518, 9
519, 15
520, 28
521, 7
522, 9
523, 7
524, 35
525, 1
526, 1
527, 126
528, 8
529, 47
531, 25
532, 26
533, 15
534, 26
535, 24
536, 2
537, 12
538, 28
539, 90
540, 10
541, 152
542, 18
543, 57
544, 8
546, 25
547, 9
548, 9
549, 7
550, 14
551, 74
552, 45
553, 37
554, 1
555, 64
556, 9
558, 9
561, 1
562, 38
563, 2
564, 3
565, 5
566, 1
568, 8
569, 5
570, 2
571, 3
574, 14
575, 6
577, 2
580, 3
581, 10
585, 34
586, 44
587, 96
588, 127
589, 184
590, 112
592, 107
593, 124
594, 66
595, 75
596, 37
597, 78
598, 1
599, 16
600, 2
602, 2
603, 3
605, 13
606, 7
608, 182
609, 3
610, 58
611, 19
612, 4
613, 3
615, 4
616, 19
617, 2
619, 2
626, 2
627, 8
628, 27
631, 9
632, 2
633, 3
635, 8
637, 13
638, 1
639, 3
640, 5
645, 1
647, 33
648, 119
649, 4
650, 6
653, 59
656, 2
659, 1
661, 33
662, 7
663, 26
664, 2
665, 4
667, 3
668, 5
669, 1
670, 6
671, 32
673, 45
674, 30
678, 18
680, 7
681, 1
682, 1
685, 1
688, 23
691, 9
692, 6
694, 13
695, 11
697, 2
700, 15
702, 2
703, 2
704, 4
705, 4
707, 20
708, 43
709, 13
710, 3
711, 1
714, 11
715, 3
716, 2
718, 3
719, 12
720, 37
722, 1
724, 26
725, 4
726, 1
728, 17
731, 5
733, 91
735, 13
736, 78
737, 20
741, 20
742, 14
743, 11
745, 47
746, 3
747, 1
748, 39
750, 96
751, 1
753, 1
754, 1
759, 4
760, 1
761, 7
762, 26
764, 2
765, 6
766, 10
767, 2
769, 3
771, 3
775, 1
776, 1
778, 64
779, 1
780, 128
781, 13
782, 10
783, 23
784, 22
785, 46
786, 35
788, 66
793, 1
798, 15
799, 32
800, 41
801, 8
802, 33
803, 4
804, 21
805, 27
806, 2
807, 1
808, 3
809, 7
810, 8
813, 3
818, 11
820, 1
821, 1
823, 1
824, 5
828, 5
829, 9
830, 22
832, 41
833, 6
835, 9
836, 19
837, 18
838, 37
839, 11
840, 3
841, 1
842, 7
844, 1
848, 14
849, 36
850, 1
851, 9
852, 54
854, 1
858, 122
861, 26
862, 2
864, 2
866, 52
867, 2
869, 2
